Neighborhood,Room_Type,Accommodates,Bedrooms,Number_of_Reviews,Wifi,Cable_TV,Washer,Kitchen,Price(US_Dollars)
Mitte,Entire Home/Apt,4,1,56,Yes,No,Yes,Yes,77
Friedrichshain-Kreuzberg,Private Room,2,1,92,Yes,Yes,Yes,Yes,38
Tempelhof - Schöneberg,Entire Home/Apt,2,1,175,Yes,No,Yes,Yes,39
Tempelhof - Schöneberg,Entire Home/Apt,2,1,46,Yes,No,Yes,Yes,44
Mitte,Entire Home/Apt,7,2,126,Yes,No,Yes,Yes,149
Pankow,Entire Home/Apt,4,0,273,Yes,Yes,No,Yes,87
Pankow,Entire Home/Apt,4,0,253,Yes,Yes,No,Yes,95
Neukölln,Private Room,2,1,52,Yes,Yes,No,Yes,27
Neukölln,Private Room,3,1,121,Yes,No,No,Yes,27
Neukölln,Private Room,3,1,147,Yes,Yes,No,Yes,27
Neukölln,Entire Home/Apt,3,1,197,Yes,No,Yes,Yes,36
Neukölln,Private Room,2,2,1,Yes,Yes,Yes,Yes,30
Steglitz - Zehlendorf,Private Room,2,1,27,Yes,No,Yes,Yes,55
Pankow,Private Room,2,1,43,Yes,No,Yes,Yes,28
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,14,Yes,Yes,Yes,Yes,72
Tempelhof - Schöneberg,Private Room,2,1,12,No,No,Yes,Yes,35
Pankow,Private Room,2,1,24,Yes,Yes,Yes,Yes,40
Pankow,Entire Home/Apt,5,1,34,Yes,No,Yes,Yes,70
Pankow,Private Room,2,1,8,Yes,No,Yes,Yes,48
Mitte,Entire Home/Apt,2,1,133,No,Yes,No,Yes,54
Pankow,Entire Home/Apt,2,1,6,Yes,No,No,Yes,38
Mitte,Entire Home/Apt,2,1,16,Yes,Yes,Yes,Yes,95
Friedrichshain-Kreuzberg,Entire Home/Apt,5,1,258,No,No,No,Yes,65
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,138,Yes,No,Yes,Yes,60
Pankow,Private Room,2,1,141,Yes,Yes,Yes,Yes,70
Charlottenburg-Wilm.,Entire Home/Apt,2,1,4,Yes,No,Yes,Yes,48
Treptow - Köpenick,Private Room,3,1,77,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,2,1,81,Yes,No,Yes,Yes,35
Mitte,Entire Home/Apt,1,1,19,Yes,Yes,Yes,Yes,65
Charlottenburg-Wilm.,Private Room,2,1,38,Yes,No,Yes,Yes,29
Treptow - Köpenick,Entire Home/Apt,15,8,5,Yes,No,No,Yes,74
Mitte,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,60
Pankow,Entire Home/Apt,6,2,108,Yes,No,No,Yes,48
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,58,Yes,No,Yes,Yes,59
Mitte,Private Room,2,1,65,Yes,Yes,Yes,No,36
Tempelhof - Schöneberg,Private Room,2,1,231,Yes,No,Yes,Yes,39
Mitte,Entire Home/Apt,2,1,121,Yes,No,Yes,Yes,36
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,313,Yes,No,Yes,Yes,89
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,9,Yes,Yes,No,Yes,78
Pankow,Private Room,2,1,16,Yes,No,Yes,No,49
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,180,Yes,No,Yes,Yes,82
Mitte,Entire Home/Apt,4,2,19,Yes,No,Yes,Yes,33
Mitte,Entire Home/Apt,4,2,23,Yes,No,Yes,Yes,33
Mitte,Entire Home/Apt,2,1,10,Yes,No,Yes,Yes,33
Neukölln,Entire Home/Apt,2,1,41,Yes,Yes,Yes,Yes,60
Steglitz - Zehlendorf,Entire Home/Apt,3,2,1,Yes,No,Yes,Yes,48
Pankow,Private Room,2,1,54,Yes,Yes,Yes,Yes,40
Reinickendorf,Entire Home/Apt,2,1,12,Yes,No,Yes,Yes,45
Friedrichshain-Kreuzberg,Private Room,4,1,75,Yes,Yes,Yes,Yes,25
Mitte,Private Room,1,1,275,Yes,No,Yes,Yes,29
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,15,Yes,No,Yes,Yes,49
Neukölln,Entire Home/Apt,2,1,54,Yes,No,Yes,Yes,67
Friedrichshain-Kreuzberg,Private Room,1,1,19,Yes,Yes,Yes,Yes,33
Pankow,Entire Home/Apt,3,2,34,Yes,No,Yes,Yes,65
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,15,Yes,No,Yes,Yes,80
Neukölln,Entire Home/Apt,2,2,26,Yes,No,Yes,Yes,86
Charlottenburg-Wilm.,Entire Home/Apt,2,2,5,Yes,No,Yes,Yes,75
Steglitz - Zehlendorf,Private Room,2,1,108,Yes,Yes,Yes,Yes,40
Neukölln,Entire Home/Apt,2,1,139,Yes,Yes,Yes,Yes,51
Pankow,Entire Home/Apt,4,2,42,Yes,Yes,Yes,Yes,130
Pankow,Entire Home/Apt,2,1,10,Yes,Yes,Yes,Yes,80
Pankow,Entire Home/Apt,6,2,148,Yes,No,Yes,Yes,99
Mitte,Private Room,2,1,12,Yes,No,Yes,Yes,180
Neukölln,Private Room,2,1,6,Yes,Yes,Yes,Yes,25
Neukölln,Entire Home/Apt,5,2,11,Yes,No,Yes,Yes,50
Neukölln,Entire Home/Apt,2,1,15,Yes,No,Yes,Yes,36
Mitte,Entire Home/Apt,2,1,9,Yes,No,Yes,Yes,39
Friedrichshain-Kreuzberg,Entire Home/Apt,5,2,32,Yes,Yes,Yes,Yes,64
Mitte,Private Room,2,1,51,Yes,No,Yes,Yes,100
Steglitz - Zehlendorf,Entire Home/Apt,2,1,8,Yes,No,Yes,Yes,65
Mitte,Entire Home/Apt,4,1,115,Yes,No,No,Yes,70
Mitte,Entire Home/Apt,5,1,90,Yes,No,No,Yes,85
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,44,Yes,No,Yes,Yes,65
Friedrichshain-Kreuzberg,Entire Home/Apt,2,2,0,Yes,No,Yes,Yes,75
Mitte,Private Room,2,1,18,Yes,No,Yes,No,39
Pankow,Private Room,4,1,28,Yes,No,Yes,Yes,22
Friedrichshain-Kreuzberg,Private Room,2,1,86,Yes,Yes,Yes,Yes,51
Pankow,Private Room,2,1,21,Yes,No,Yes,Yes,29
Reinickendorf,Entire Home/Apt,2,1,26,Yes,No,Yes,Yes,50
Charlottenburg-Wilm.,Private Room,3,1,10,Yes,No,Yes,Yes,60
Pankow,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,95
Pankow,Private Room,2,1,7,Yes,No,Yes,Yes,59
Pankow,Entire Home/Apt,2,2,19,Yes,No,Yes,Yes,56
Pankow,Entire Home/Apt,2,1,141,Yes,No,Yes,Yes,48
Charlottenburg-Wilm.,Entire Home/Apt,2,1,0,No,No,No,Yes,28
Pankow,Entire Home/Apt,2,1,55,Yes,No,Yes,Yes,109
Mitte,Entire Home/Apt,5,3,6,Yes,No,Yes,Yes,130
Steglitz - Zehlendorf,Entire Home/Apt,2,1,13,Yes,Yes,No,Yes,90
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,211,Yes,No,Yes,Yes,83
Pankow,Entire Home/Apt,4,2,77,Yes,No,No,Yes,70
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,14,No,Yes,Yes,Yes,60
Pankow,Entire Home/Apt,5,3,10,Yes,No,Yes,Yes,209
Pankow,Entire Home/Apt,2,1,9,Yes,No,Yes,Yes,70
Friedrichshain-Kreuzberg,Private Room,2,1,27,Yes,Yes,Yes,Yes,44
Pankow,Private Room,2,1,75,Yes,Yes,Yes,Yes,34
Friedrichshain-Kreuzberg,Private Room,3,1,17,Yes,No,Yes,Yes,30
Neukölln,Private Room,2,1,5,Yes,No,Yes,Yes,33
Charlottenburg-Wilm.,Entire Home/Apt,6,2,67,Yes,No,Yes,Yes,95
Mitte,Private Room,2,1,111,Yes,No,Yes,Yes,35
Neukölln,Entire Home/Apt,3,1,14,Yes,Yes,Yes,Yes,47
Pankow,Entire Home/Apt,6,2,107,Yes,No,Yes,Yes,189
Friedrichshain-Kreuzberg,Private Room,1,1,154,Yes,Yes,Yes,No,30
Tempelhof - Schöneberg,Entire Home/Apt,3,1,42,Yes,Yes,Yes,Yes,85
Friedrichshain-Kreuzberg,Private Room,4,1,276,Yes,Yes,Yes,Yes,15
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,8,Yes,Yes,Yes,Yes,58
Charlottenburg-Wilm.,Entire Home/Apt,4,1,73,No,No,Yes,Yes,53
Mitte,Private Room,2,1,41,Yes,Yes,No,No,45
Friedrichshain-Kreuzberg,Private Room,2,1,12,Yes,Yes,Yes,Yes,35
Neukölln,Entire Home/Apt,4,1,76,Yes,Yes,Yes,Yes,65
Tempelhof - Schöneberg,Entire Home/Apt,2,1,57,Yes,No,No,Yes,65
Mitte,Private Room,2,1,168,Yes,Yes,Yes,Yes,44
Mitte,Entire Home/Apt,2,1,234,Yes,No,Yes,Yes,125
Charlottenburg-Wilm.,Private Room,2,1,16,Yes,No,Yes,Yes,45
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,3,Yes,Yes,Yes,Yes,50
Mitte,Entire Home/Apt,2,0,267,Yes,Yes,No,Yes,75
Mitte,Entire Home/Apt,2,1,227,Yes,Yes,No,Yes,75
Pankow,Entire Home/Apt,3,1,152,Yes,No,No,Yes,73
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,5,Yes,Yes,Yes,Yes,39
Mitte,Entire Home/Apt,4,1,7,Yes,No,Yes,Yes,98
Friedrichshain-Kreuzberg,Entire Home/Apt,3,2,6,Yes,Yes,Yes,Yes,65
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,45,Yes,Yes,Yes,Yes,80
Pankow,Private Room,2,1,47,Yes,Yes,Yes,Yes,35
Neukölln,Private Room,2,1,10,Yes,Yes,Yes,Yes,35
Tempelhof - Schöneberg,Entire Home/Apt,5,2,51,Yes,No,Yes,Yes,235
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,17,Yes,Yes,No,Yes,60
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,99,Yes,No,Yes,Yes,115
Pankow,Private Room,2,1,482,Yes,Yes,No,Yes,46
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,0,Yes,Yes,Yes,Yes,79
Treptow - Köpenick,Entire Home/Apt,3,2,1,Yes,Yes,Yes,Yes,37
Pankow,Entire Home/Apt,3,1,35,Yes,No,Yes,Yes,52
Pankow,Entire Home/Apt,3,2,61,Yes,No,Yes,Yes,99
Treptow - Köpenick,Entire Home/Apt,4,1,5,Yes,No,Yes,Yes,51
Pankow,Entire Home/Apt,5,2,2,Yes,No,Yes,Yes,160
Mitte,Entire Home/Apt,4,2,10,Yes,No,Yes,Yes,63
Neukölln,Private Room,2,1,255,Yes,Yes,No,Yes,49
Neukölln,Private Room,2,1,7,Yes,Yes,Yes,Yes,40
Mitte,Private Room,6,1,90,Yes,Yes,No,Yes,90
Tempelhof - Schöneberg,Entire Home/Apt,3,1,192,Yes,No,No,Yes,64
Mitte,Entire Home/Apt,2,0,44,Yes,No,Yes,Yes,100
Mitte,Entire Home/Apt,4,2,3,Yes,No,Yes,Yes,64
Neukölln,Entire Home/Apt,1,1,0,No,Yes,Yes,Yes,21
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,72,Yes,Yes,Yes,Yes,80
Pankow,Entire Home/Apt,2,2,3,Yes,No,Yes,Yes,38
Pankow,Entire Home/Apt,2,1,296,Yes,Yes,Yes,Yes,65
Charlottenburg-Wilm.,Entire Home/Apt,6,1,15,No,No,No,Yes,80
Steglitz - Zehlendorf,Entire Home/Apt,6,1,3,No,No,No,Yes,80
Pankow,Entire Home/Apt,4,1,166,No,No,No,Yes,68
Treptow - Köpenick,Entire Home/Apt,4,1,2,Yes,No,Yes,Yes,99
Tempelhof - Schöneberg,Private Room,2,1,37,Yes,No,No,Yes,40
Friedrichshain-Kreuzberg,Private Room,2,1,26,Yes,Yes,Yes,Yes,38
Charlottenburg-Wilm.,Entire Home/Apt,1,1,3,Yes,No,Yes,Yes,70
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,8,Yes,No,Yes,Yes,85
Mitte,Entire Home/Apt,2,1,9,Yes,Yes,Yes,Yes,39
Pankow,Entire Home/Apt,6,2,2,Yes,No,Yes,Yes,79
Tempelhof - Schöneberg,Entire Home/Apt,4,1,8,Yes,No,Yes,Yes,50
Treptow - Köpenick,Entire Home/Apt,5,3,110,Yes,No,Yes,Yes,59
Mitte,Entire Home/Apt,5,2,5,Yes,No,Yes,Yes,120
Mitte,Private Room,2,1,2,Yes,Yes,Yes,Yes,50
Neukölln,Entire Home/Apt,2,1,6,Yes,Yes,Yes,Yes,70
Pankow,Private Room,6,3,10,Yes,No,Yes,Yes,30
Pankow,Entire Home/Apt,2,1,146,Yes,No,Yes,Yes,46
Neukölln,Entire Home/Apt,2,1,15,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,18,Yes,No,Yes,Yes,75
Pankow,Private Room,2,1,123,Yes,No,Yes,Yes,33
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,22,Yes,Yes,Yes,Yes,50
Spandau,Private Room,4,2,50,Yes,No,Yes,Yes,49
Treptow - Köpenick,Entire Home/Apt,2,1,35,Yes,No,Yes,Yes,50
Pankow,Private Room,2,1,418,Yes,Yes,No,Yes,46
Pankow,Private Room,2,1,358,Yes,Yes,Yes,No,30
Mitte,Private Room,5,1,6,Yes,Yes,Yes,Yes,120
Pankow,Entire Home/Apt,2,2,6,Yes,Yes,Yes,Yes,48
Friedrichshain-Kreuzberg,Private Room,3,1,2,Yes,Yes,Yes,Yes,15
Tempelhof - Schöneberg,Entire Home/Apt,2,1,76,Yes,No,No,Yes,23
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,24,Yes,No,Yes,Yes,45
Tempelhof - Schöneberg,Entire Home/Apt,3,1,117,Yes,No,Yes,Yes,76
Pankow,Entire Home/Apt,2,1,37,Yes,No,Yes,Yes,70
Lichtenberg,Entire Home/Apt,3,2,3,Yes,Yes,Yes,Yes,30
Neukölln,Entire Home/Apt,2,1,24,Yes,No,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,2,1,357,Yes,Yes,No,No,22
Pankow,Private Room,1,1,23,Yes,Yes,Yes,Yes,30
Mitte,Entire Home/Apt,3,1,7,Yes,Yes,Yes,Yes,45
Neukölln,Entire Home/Apt,4,1,103,Yes,No,Yes,Yes,100
Friedrichshain-Kreuzberg,Private Room,2,1,46,Yes,No,Yes,Yes,50
Pankow,Private Room,3,1,20,Yes,No,No,No,33
Neukölln,Entire Home/Apt,2,1,86,Yes,No,Yes,Yes,55
Pankow,Entire Home/Apt,2,1,36,Yes,No,Yes,Yes,48
Neukölln,Entire Home/Apt,2,1,29,Yes,No,Yes,Yes,60
Charlottenburg-Wilm.,Private Room,2,1,25,Yes,No,Yes,Yes,25
Steglitz - Zehlendorf,Entire Home/Apt,2,1,11,Yes,No,Yes,Yes,70
Neukölln,Private Room,4,1,5,Yes,Yes,Yes,Yes,50
Mitte,Entire Home/Apt,6,3,99,Yes,No,Yes,Yes,65
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,4,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,6,4,61,Yes,No,No,Yes,160
Charlottenburg-Wilm.,Entire Home/Apt,8,3,43,Yes,No,No,Yes,140
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,3,Yes,No,Yes,Yes,70
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,9,Yes,Yes,Yes,Yes,70
Reinickendorf,Private Room,1,1,19,Yes,No,Yes,Yes,31
Mitte,Entire Home/Apt,3,1,7,Yes,Yes,Yes,Yes,65
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,74,Yes,No,Yes,Yes,98
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,54,Yes,Yes,Yes,Yes,120
Friedrichshain-Kreuzberg,Private Room,2,1,47,Yes,Yes,Yes,Yes,76
Mitte,Entire Home/Apt,4,2,9,Yes,Yes,Yes,Yes,80
Mitte,Private Room,2,1,67,Yes,Yes,Yes,Yes,44
Friedrichshain-Kreuzberg,Entire Home/Apt,6,3,59,Yes,Yes,Yes,Yes,75
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,19,Yes,Yes,Yes,Yes,95
Neukölln,Entire Home/Apt,6,0,26,Yes,Yes,No,Yes,235
Mitte,Entire Home/Apt,4,2,17,Yes,No,Yes,Yes,100
Lichtenberg,Entire Home/Apt,3,1,116,Yes,No,No,Yes,37
Mitte,Entire Home/Apt,2,1,276,Yes,No,No,Yes,62
Pankow,Entire Home/Apt,3,1,45,Yes,No,No,Yes,80
Neukölln,Entire Home/Apt,2,1,13,Yes,Yes,Yes,Yes,45
Pankow,Entire Home/Apt,2,1,30,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,2,1,49,Yes,Yes,Yes,Yes,36
Neukölln,Entire Home/Apt,2,1,44,Yes,No,Yes,Yes,85
Mitte,Entire Home/Apt,2,1,110,Yes,No,Yes,Yes,55
Friedrichshain-Kreuzberg,Private Room,2,1,7,Yes,Yes,Yes,Yes,35
Mitte,Private Room,2,1,7,Yes,Yes,Yes,Yes,24
Reinickendorf,Private Room,2,1,17,Yes,No,Yes,Yes,49
Treptow - Köpenick,Entire Home/Apt,2,1,29,Yes,No,Yes,Yes,99
Mitte,Entire Home/Apt,5,3,9,Yes,No,Yes,Yes,100
Friedrichshain-Kreuzberg,Private Room,2,1,10,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,13,Yes,No,Yes,Yes,109
Friedrichshain-Kreuzberg,Private Room,1,1,34,Yes,Yes,Yes,Yes,34
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,2,Yes,Yes,Yes,Yes,35
Pankow,Private Room,4,2,150,Yes,No,Yes,Yes,102
Neukölln,Private Room,2,1,2,Yes,Yes,Yes,Yes,29
Neukölln,Entire Home/Apt,3,1,15,Yes,No,Yes,Yes,69
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,45
Neukölln,Entire Home/Apt,3,1,2,Yes,No,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,79,Yes,Yes,Yes,Yes,45
Neukölln,Private Room,2,1,66,Yes,No,Yes,Yes,19
Pankow,Entire Home/Apt,4,1,10,Yes,No,Yes,Yes,85
Charlottenburg-Wilm.,Entire Home/Apt,2,1,42,Yes,Yes,No,Yes,39
Mitte,Entire Home/Apt,3,1,69,Yes,No,Yes,Yes,89
Neukölln,Entire Home/Apt,2,1,1,Yes,Yes,Yes,Yes,40
Pankow,Entire Home/Apt,2,1,2,Yes,Yes,Yes,Yes,65
Pankow,Entire Home/Apt,3,1,4,Yes,Yes,Yes,Yes,45
Neukölln,Private Room,1,1,0,Yes,Yes,No,Yes,20
Pankow,Private Room,2,1,459,Yes,Yes,No,Yes,43
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,66,Yes,Yes,Yes,Yes,95
Friedrichshain-Kreuzberg,Private Room,2,1,106,Yes,Yes,Yes,Yes,50
Pankow,Private Room,1,1,0,Yes,Yes,Yes,Yes,45
Pankow,Entire Home/Apt,2,1,139,Yes,No,Yes,Yes,69
Pankow,Private Room,1,1,87,Yes,Yes,Yes,Yes,27
Tempelhof - Schöneberg,Entire Home/Apt,2,1,3,Yes,No,Yes,Yes,39
Pankow,Entire Home/Apt,2,1,24,Yes,No,Yes,Yes,120
Friedrichshain-Kreuzberg,Private Room,2,1,122,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,2,1,55,Yes,No,Yes,Yes,75
Neukölln,Entire Home/Apt,3,3,5,Yes,No,Yes,Yes,80
Charlottenburg-Wilm.,Private Room,4,1,12,Yes,Yes,Yes,Yes,40
Friedrichshain-Kreuzberg,Entire Home/Apt,5,3,10,Yes,Yes,Yes,Yes,200
Tempelhof - Schöneberg,Entire Home/Apt,2,1,31,Yes,No,Yes,Yes,50
Neukölln,Private Room,2,1,5,Yes,Yes,Yes,Yes,25
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,16,Yes,Yes,Yes,Yes,78
Friedrichshain-Kreuzberg,Private Room,1,1,47,Yes,Yes,Yes,Yes,37
Friedrichshain-Kreuzberg,Entire Home/Apt,5,2,18,Yes,Yes,Yes,Yes,75
Neukölln,Private Room,2,1,24,Yes,No,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,2,1,39,Yes,Yes,Yes,Yes,33
Mitte,Entire Home/Apt,3,2,5,Yes,Yes,Yes,Yes,208
Pankow,Entire Home/Apt,2,1,5,Yes,Yes,Yes,Yes,80
Charlottenburg-Wilm.,Private Room,1,1,104,Yes,Yes,No,No,45
Tempelhof - Schöneberg,Private Room,2,1,38,Yes,No,Yes,Yes,68
Pankow,Private Room,2,1,97,No,Yes,Yes,Yes,20
Neukölln,Entire Home/Apt,3,2,4,Yes,No,Yes,Yes,35
Mitte,Entire Home/Apt,2,1,62,Yes,No,Yes,Yes,79
Mitte,Entire Home/Apt,2,1,50,Yes,No,Yes,Yes,44
Pankow,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,45
Pankow,Entire Home/Apt,4,2,19,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,20,Yes,No,Yes,Yes,78
Neukölln,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,3,1,6,Yes,Yes,Yes,Yes,95
Neukölln,Private Room,2,1,35,Yes,Yes,No,Yes,55
Mitte,Entire Home/Apt,8,3,171,Yes,No,Yes,Yes,125
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,106,Yes,No,Yes,Yes,78
Friedrichshain-Kreuzberg,Entire Home/Apt,2,0,4,Yes,No,Yes,Yes,55
Pankow,Private Room,3,1,100,Yes,Yes,Yes,Yes,34
Friedrichshain-Kreuzberg,Entire Home/Apt,7,3,2,Yes,No,Yes,Yes,100
Tempelhof - Schöneberg,Entire Home/Apt,4,1,170,Yes,Yes,Yes,Yes,35
Pankow,Entire Home/Apt,4,0,9,Yes,No,Yes,Yes,59
Friedrichshain-Kreuzberg,Entire Home/Apt,3,2,18,Yes,No,Yes,Yes,100
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,173,Yes,No,Yes,Yes,38
Friedrichshain-Kreuzberg,Entire Home/Apt,10,3,77,Yes,Yes,Yes,Yes,195
Lichtenberg,Private Room,2,1,32,Yes,No,Yes,Yes,35
Mitte,Private Room,4,1,8,Yes,No,Yes,Yes,80
Pankow,Entire Home/Apt,6,1,197,Yes,No,Yes,Yes,75
Steglitz - Zehlendorf,Entire Home/Apt,9,4,49,Yes,No,Yes,Yes,100
Tempelhof - Schöneberg,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,38
Mitte,Entire Home/Apt,3,1,12,Yes,No,Yes,Yes,73
Pankow,Entire Home/Apt,3,1,14,Yes,Yes,Yes,Yes,70
Tempelhof - Schöneberg,Private Room,2,1,123,Yes,No,Yes,Yes,45
Mitte,Private Room,2,1,358,Yes,Yes,No,No,55
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,68,Yes,Yes,Yes,Yes,160
Mitte,Entire Home/Apt,1,1,0,Yes,No,Yes,Yes,39
Pankow,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,85
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,61,Yes,No,No,Yes,80
Neukölln,Entire Home/Apt,2,1,39,Yes,Yes,Yes,Yes,50
Neukölln,Private Room,4,2,1,Yes,Yes,Yes,Yes,35
Mitte,Private Room,2,1,130,Yes,Yes,Yes,Yes,34
Tempelhof - Schöneberg,Entire Home/Apt,2,1,2,Yes,No,Yes,Yes,45
Pankow,Private Room,2,1,35,Yes,No,Yes,Yes,55
Charlottenburg-Wilm.,Entire Home/Apt,4,1,1,Yes,No,Yes,Yes,49
Mitte,Private Room,3,1,68,Yes,Yes,Yes,Yes,39
Pankow,Entire Home/Apt,2,1,34,Yes,No,Yes,Yes,89
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,44,Yes,No,Yes,Yes,65
Mitte,Entire Home/Apt,5,2,1,Yes,No,Yes,Yes,68
Mitte,Private Room,1,1,68,Yes,Yes,Yes,No,32
Neukölln,Entire Home/Apt,4,1,32,Yes,Yes,Yes,Yes,59
Pankow,Private Room,2,1,76,Yes,Yes,No,Yes,16
Neukölln,Entire Home/Apt,3,0,189,Yes,Yes,No,Yes,35
Lichtenberg,Private Room,2,1,63,Yes,No,Yes,Yes,38
Mitte,Private Room,3,1,18,Yes,No,Yes,Yes,100
Pankow,Entire Home/Apt,3,1,13,Yes,Yes,Yes,Yes,75
Mitte,Entire Home/Apt,2,1,113,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,4,2,24,Yes,Yes,Yes,Yes,45
Neukölln,Private Room,2,1,2,Yes,Yes,Yes,Yes,35
Pankow,Private Room,2,1,177,Yes,Yes,Yes,Yes,30
Pankow,Private Room,2,1,22,Yes,Yes,Yes,Yes,100
Neukölln,Private Room,2,1,8,Yes,Yes,Yes,Yes,65
Pankow,Entire Home/Apt,4,2,154,Yes,Yes,Yes,Yes,75
Pankow,Entire Home/Apt,2,1,7,Yes,No,No,Yes,52
Pankow,Entire Home/Apt,3,2,42,Yes,No,No,Yes,65
Steglitz - Zehlendorf,Entire Home/Apt,5,3,5,Yes,No,Yes,Yes,60
Mitte,Entire Home/Apt,3,2,49,Yes,Yes,Yes,Yes,98
Marzahn - Hellersdorf,Private Room,1,1,1,Yes,No,Yes,No,30
Charlottenburg-Wilm.,Entire Home/Apt,2,1,9,Yes,No,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,165,Yes,Yes,Yes,Yes,29
Pankow,Entire Home/Apt,2,1,41,Yes,No,Yes,Yes,110
Pankow,Entire Home/Apt,2,1,38,Yes,No,Yes,Yes,51
Neukölln,Private Room,2,1,12,Yes,Yes,Yes,Yes,38
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,20,Yes,No,No,Yes,60
Pankow,Private Room,2,1,117,Yes,Yes,Yes,Yes,45
Mitte,Entire Home/Apt,2,1,168,Yes,No,Yes,Yes,49
Neukölln,Entire Home/Apt,2,1,21,Yes,No,No,Yes,63
Friedrichshain-Kreuzberg,Private Room,2,1,31,Yes,Yes,No,Yes,45
Tempelhof - Schöneberg,Entire Home/Apt,2,1,82,Yes,No,Yes,Yes,120
Friedrichshain-Kreuzberg,Entire Home/Apt,5,2,167,Yes,No,Yes,Yes,95
Charlottenburg-Wilm.,Entire Home/Apt,6,2,119,Yes,No,Yes,Yes,150
Friedrichshain-Kreuzberg,Entire Home/Apt,5,1,137,Yes,No,No,Yes,52
Mitte,Private Room,8,1,2,No,No,No,Yes,80
Neukölln,Entire Home/Apt,2,1,71,Yes,No,Yes,Yes,55
Tempelhof - Schöneberg,Entire Home/Apt,4,1,64,Yes,No,No,Yes,60
Pankow,Entire Home/Apt,3,1,70,Yes,Yes,Yes,Yes,107
Charlottenburg-Wilm.,Private Room,2,1,130,No,No,No,No,30
Charlottenburg-Wilm.,Private Room,2,1,138,No,No,No,No,29
Pankow,Entire Home/Apt,2,1,10,Yes,No,Yes,Yes,90
Charlottenburg-Wilm.,Entire Home/Apt,4,2,27,Yes,No,No,Yes,70
Pankow,Entire Home/Apt,4,2,5,Yes,No,Yes,Yes,100
Mitte,Private Room,1,1,35,Yes,No,Yes,Yes,45
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,4,Yes,Yes,Yes,Yes,55
